rank,name,url,digitalVisibilityScore,speed,technical,local,visibility,ai,content
29,Cheltenham Holistic Health Centre,http://www.chhc.co.uk/,53,59,100,75,8,0,46
30,Olive Chiropractic,https://www.olivechiropractic.co.uk/,53,50,100,83,22,0,30
31,West Healthcare: Chiropractic and MSK Ultrasound Scans Cheltenham,https://westhealthcare.uk/,53,49,100,77,8,20,40
32,Aubergine Physio Cheltenham,http://www.auberginephysio.co.uk/,52,64,100,71,0,0,53
33,Cotswold Chiropractic,https://cotswoldchiro.co.uk/,52,66,88,73,10,0,55
34,PB Osteopathy Human & Equine - Phoebe Bolton,http://www.pbosteopathy.com/,52,67,88,75,4,0,50
35,Uplift Chiropractic,https://www.upliftchiropractic.co.uk/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=16464078037199836578,52,61,75,90,0,0,67
36,Elkstone Grove Physiotherapy,http://www.elkstonegrove.co.uk/,51,100,33,95,4,0,
37,Move Chiropractic,http://www.move-chiro.co.uk/,50,52,88,88,7,0,35
38,Organic Family Chiropractic Cheltenham,https://www.organicfamilychiropractic.co.uk/,50,61,88,83,0,0,40
39,The Cotswold Chiropractor,http://www.thecotswoldchiropractor.co.uk/,50,40,88,100,4,0,33
40,The Vineyard Practice,https://vineyardpractice.com/,50,64,88,75,0,0,45
41,Tivoli Chiropractic Clinic - Chiropractor & Physiotherapist Cheltenham,http://tivolichiropractic.co.uk/,50,31,88,87,14,0,70
42,Bishops Cleeve Osteopaths,http://bc-osteopaths.co.uk/,49,,100,64,16,0,37
43,Cotswold Equine Physio,https://www.cotswoldequinephysio.co.uk/,49,55,100,69,0,0,40
44,Chiropractic Wellness Centre,http://chiropractic-wellness.co.uk/,48,60,75,79,0,0,49
45,Even Stride Veterinary Physiotherapy - Cheltenham,https://www.evenstridevetphysio.co.uk/,48,59,88,66,0,0,55
46,Just Chest Physio,http://justchestphysio.co.uk/,48,88,63,44,17,0,62
47,Bowen Therapy & Yoga in the Cotswolds,http://www.smartbowentherapy.co.uk/,47,67,88,63,0,0,37
48,Holly Derrick Sports Massage,http://www.hdsportsmassagecheltenham.co.uk/,47,67,88,64,0,0,30
49,Cheltenham Headache Clinic,http://www.cheltenhamheadacheclinic.co.uk/,46,99,57,47,0,0,50
50,CS Veterinary Physiotherapy,https://www.csvetphysio.co.uk/,46,66,75,72,0,0,35
51,ER Chiropractic,http://www.erchiropractic.co.uk/,46,56,88,69,0,0,35
52,MDG Physio,https://thehuddle.fitness/physiotherapy/,46,49,88,68,0,0,45
53,Portland Pilates & Physio,https://www.portlandpilatesandphysio.co.uk/,46,64,75,71,0,0,35
54,GOchiropractic,https://www.gochiropractic.co.uk/,44,65,88,50,0,0,30
55,Parkview Chiropractic,https://www.parkviewclinics.com/,44,55,75,50,0,0,79
56,Peak Health Osteopathic Clinic,https://www.peakhealthosteopathy.co.uk/,44,65,75,61,4,0,30
57,Rejuvenate Natural Therapy Clinic,http://www.rejuvenateu.co.uk/,44,64,100,47,0,0,16
58,Promenade Foot Clinic,http://www.promenadefootclinic.com/,43,59,63,74,0,0,40
59,Sava Physio,http://www.savaphysio.co.uk/,43,25,100,72,0,0,37
60,"David Hover, Chiropractor",https://www.davidhover.co.uk/,41,65,63,70,0,0,10
61,Regency sports massage,http://regencysportsmassage.co.uk/,41,42,88,70,0,0,10
62,CPM Sports,http://cpm-sports.uk/,39,59,63,42,4,0,58
63,Bespoke Treatment,http://www.bespoketreatment.co.uk/,38,37,63,69,4,0,40
64,Style Pilates - Cheltenham,http://www.stylepilates.co.uk/,38,62,63,47,0,0,35
65,Carmel Smythe Osteopath,http://www.carmelsmytheosteopath.co.uk/,36,67,57,47,4,0,12
66,The Cheltenham Clinic of Acupuncture and Chiropractic,http://www.199bathroad.co.uk/,31,79,0,57,4,0,
67,Cheltenham Osteopaths,http://www.cheltenhamosteopaths.com/,24,,0,66,2,20,
68,One Grove,https://ukmapscompany.com/business/one-grove-iwginw,21,,0,75,0,0,
