rank,name,url,digitalVisibilityScore,speed,technical,local,visibility,ai,content
78,Pronto Glass & Glazing Ltd,https://www.bristoldoubleglazingco.co.uk/double-glazing-in-bedminster-2/,47,59,88,63,21,0,20
79,Skyvent Windows,http://skyvent.co.uk/,47,62,88,67,0,0,33
80,Trade WindowCo,https://www.tradewindowco.co.uk/,47,50,100,70,0,0,33
81,Yate Building Plastics,https://www.yatebp.com/,47,68,75,65,0,0,50
82,Challenger Sash Windows,https://www.challengersashwindows.co.uk/,46,36,100,77,0,0,33
83,Master Plastics SW Ltd,https://www.masterplastics.co.uk/,46,51,63,71,21,0,58
84,Accolade Sash Windows,http://www.accoladesashwindows.co.uk/,45,65,88,69,0,0,8
85,Snug Sash,http://www.snugsash.co.uk/,45,61,88,72,0,0,10
86,Panoramic Bi-Folds: Bi-Fold Doors Bristol,https://bifold-doors-bristol.co.uk/,44,,88,63,0,0,49
87,vyoo windows,https://vyoowindows.com/,44,59,88,45,0,0,60
88,Window City,http://window-city.co.uk/,44,27,100,66,17,0,33
89,Green Glaze Ltd,https://greenglazeltd.co.uk/,43,66,63,79,0,0,15
90,PB Window,http://pbwindows.com/,43,66,75,59,0,0,30
91,SOUTHWEST WINDOWS And Doors UK Limited,http://southwestwindows.co.uk/,43,100,50,63,0,0,0
92,Action Glass Bristol Glass Repairs,https://bristolglassrepairs.co.uk/,42,87,57,47,0,0,33
93,Lodge Joinery (Bristol) Ltd,http://www.lodgejoinery.co.uk/,42,36,88,70,0,0,33
94,Gatehouse Architectural Aluminium,http://www.gatehousealuminium.co.uk/,41,64,63,62,0,0,30
95,Roman Glass Ltd. Horfield,https://www.jbglazing.co.uk/,41,50,63,74,0,0,35
96,WSMU Limited,http://www.wsmunited.com/,41,89,50,59,0,0,12
97,Glazebase,http://www.glazebase.com/,40,37,88,59,0,0,35
98,"Sun Trade Windows, Doors & Conservatories Bristol",http://suntradewindows.com/,39,15,100,63,2,0,33
99,1st Choice Windows,http://www.1stchoicewindowsbristol.co.uk/,38,57,57,66,4,0,10
100,Bristol home improvements Ltd,https://www.bristolhomeimprovements.net/contact,38,70,75,33,0,0,21
101,Window Doctors,http://www.win-doc.com/,37,100,14,68,0,0,3
102,365 Glass & Glazing Ltd,http://www.365glassandglazingltd.co.uk/,36,47,57,67,0,0,15
103,Windows Doors ETC,http://wdetc.co.uk/,36,52,63,61,0,0,10
104,"Acute Design Windows, Doors & Builders",https://www.acutedesignltd.co.uk/,35,59,50,64,0,0,0
105,Windowow,http://www.windowow.co.uk/,35,86,25,59,0,0,13
106,Centurion Windows,http://www.centurionwindows.co.uk/,34,100,14,52,0,0,5
107,JPA Windows,https://www.jpawindows.co.uk/,30,65,0,69,0,0,
108,Bristol Window Store,http://www.bristolwindowstore.co.uk/,28,69,14,56,0,0,3
109,Flying Doors,https://www.flyingdoors.co.uk/,21,,0,73,0,0,
110,JP Windows Bristol,http://jpwindowsbristol.com/,21,,0,58,0,20,
111,Southmead Glass,https://www.southmeadglass.co.uk/,21,,0,75,0,0,
112,The Window Outlet Ltd,http://www.the-window-outlet.co.uk/,19,,0,68,0,0,
113,Southern PVC Systems Ltd,http://www.diypvcwindows.com/,18,,0,63,0,0,
114,Wessex Restoration,http://www.wessexrestoration.co.uk/,17,,0,60,0,0,
115,West-End Windows,https://www.westendwindows.co.uk/,17,,0,58,0,0,
116,SOS Glass & Glazing Ltd,https://www.sosglass.co.uk/,13,,0,45,0,0,
