rank,name,url,digitalVisibilityScore,speed,technical,local,visibility,ai,content
28,Physiotherapy Home Visits Bath,http://www.physiohomevisitbath.co.uk/,52,62,75,74,27,20,30
29,Physology Bath,https://www.physologybath.co.uk/,52,44,88,94,13,20,20
30,Stillpoint (Centre for Health & Wellbeing),http://www.stillpointbath.co.uk/,52,30,100,79,21,0,66
31,The Family Chiropractic Centre,https://familychiropracticcentre.co.uk/,52,65,88,78,0,0,58
32,Abundant Life Chiropractic,http://www.abundantlifechiropractic.co.uk/,51,70,75,82,4,0,50
33,Bath Health Care Clinic & Osteopathy,http://bath-healthcare.co.uk/,51,62,75,83,4,0,60
34,Mary Monro,http://mmost.co.uk/,51,65,100,63,0,0,53
35,The Hand to Elbow Clinic,http://www.handtoelbow.com/,51,58,75,68,21,0,79
36,The Osteopathy & Pilates Studio,http://www.bathpilates.co.uk/,51,53,75,88,4,0,75
37,Tuning In - Physiotherapy in Bath,http://www.tuningin.co.uk/,50,65,75,79,0,0,60
38,Bath Podiatry Services,https://bathpodiatryservices.co.uk/,49,66,75,74,0,0,55
39,Core Rehab: Neurophysio & Pilates,http://www.corerehab-physio.co.uk/,49,60,100,68,0,0,33
40,Phase One / TEMPUS Gym,https://www.phase1-tempusgym.com/,49,70,63,82,0,0,58
41,Samuel Maddock Health Clinic,https://www.samuelmaddockhealth.com/,49,62,100,50,0,0,63
42,Sultana Khan Osteopathy,https://www.sultanakhan.co.uk/,49,58,100,69,4,0,30
43,Baby Check Bath (CIC),https://www.babycheckbath.org/,48,56,100,55,4,0,53
44,FITZ AND PHYSIO,http://www.fitzandphysio.com/,48,46,100,76,0,0,40
45,Top To Toe Physiotherapy,https://www.toptotoephysiotherapy.co.uk/,48,23,75,71,8,20,100
46,Your Chiropractor,http://www.yourchiro.co.uk/,48,60,88,67,0,0,53
47,"Dr Catherine Spencer-Smith, Sportdoc in Bath",https://www.sportdoclondon.co.uk/,47,58,88,63,0,0,53
48,Pro Pelvic Floor,https://www.propelvicfloor.com/,47,61,88,68,0,0,35
49,Clare Doyle Physiotherapist,http://pettemeridespersonaltraining.co.uk/,46,71,75,59,0,0,50
50,Nathan Jensen Clinic,https://bevisnathanassociates.com/our-practices/bath-practice/,46,82,75,47,0,0,54
51,Roger Whalley Osteopath,http://www.rogerwhalleyosteopath.com/,46,82,63,65,4,0,30
52,Rolfing with Kate,http://www.rolfingbristolbath.com/,46,62,88,63,0,0,30
53,Quanta Health Solutions,http://www.quantahealth.co.uk/,45,68,75,69,0,0,30
54,Ellena West Osteopathy,https://ellenawestosteopathy.com/,43,42,100,66,0,0,16
55,KILNER OSTEOPATHY,http://kilnerosteopathy.co.uk/,43,66,88,47,0,0,25
56,Team Bath Physio & Sports Science Centre,http://www.teambath.com/,43,78,33,47,47,0,
57,The Wellsway Chiropractic Clinic,http://www.charleswestcott.co.uk/,42,51,63,69,19,0,25
58,"Victoria Kent, Osteopath",https://www.lauraplaceclinic.com/blank-page,41,84,33,63,7,0,
59,Charlotte Knight,http://charlotteknightosteopath.co.uk/,38,84,43,44,4,0,30
60,McTimoney Chiropractor,http://mctimoneyinbath.co.uk/,38,100,14,59,0,0,30
61,Farleigh Physiotherapy,https://www.farleighphysiotherapy.co.uk/,37,86,33,47,0,0,
62,Bruce Bodle Osteopath Bath,https://www.brucebodleosteopath.co.uk/,36,55,43,63,0,0,37
63,Sparkes Martin J,http://www.bathosteopaths.com/,36,86,29,47,4,0,28
64,Jefferson Sport,http://www.jeffersonsport.co.uk/,35,64,63,47,0,0,5
65,Ethereal Health - Chiropractic and Wellbeing Services,https://etherealhealth.co.uk/,27,,0,96,0,0,
66,McTimoney chiropractic and craniosacral therapy,http://www.johanstead.co.uk/,25,67,0,44,0,0,
67,David Hayward,http://www.lauraplacecliniuc.com/,14,,0,50,0,0,
